Código do Pedido;Nome do destino;UF do destino;Código do serviço;Valor;Prazo Final
0012406441952;Magé;RJ;JET;11.4;7
0012406441952;Magé;RJ;BPS;34.96;9
0012406518127;Aracaju;SE;JET;18.46;8
0012406518127;Aracaju;SE;BPS;31.19;12
0012406308508;Nova Friburgo;RJ;JET;13.85;6
0012406308508;Nova Friburgo;RJ;BPS;27;11
0012406883483;Contagem;MG;JET;10.19;6
0012406883483;Contagem;MG;BPS;18.88;9
0012406344686;Extremoz;RN;JET;18.48;13
0012406344686;Extremoz;RN;BPS;35.2;13
0012406559102;Mogi Guaçu;SP;JET;12.18;5
0012406559102;Mogi Guaçu;SP;BPS;24.96;9
0012406459120;Santa Bárbara D'Oeste;SP;JET;11.94;5
0012406459120;Santa Bárbara D'Oeste;SP;BPS;26.26;9
0012406169096;Cupira;PE;JET;16.46;22
0012406169096;Cupira;PE;BPS;38.98;14
0012406195284;Santo Antônio de Jesus;BA;JET;19.3;9
0012406195284;Santo Antônio de Jesus;BA;BPS;84.91;13
0012406953842;Cedro do Abaeté;MG;JET;14.69;8
0012406953842;Cedro do Abaeté;MG;BPS;25.23;13
0012406967760;Campina Grande;PB;JET;18.34;10
0012406967760;Campina Grande;PB;BPS;31.29;12
0012406218609;Salvador;BA;JET;11.96;7
0012406218609;Salvador;BA;BPS;19.72;11
0012406431080;Sorocaba;SP;JET;9.99;4
0012406431080;Sorocaba;SP;BPS;20.38;9
0012406667895;São Paulo;SP;JET;10.38;3
0012406667895;São Paulo;SP;BPS;20.49;11
0012406174902;Nova Iguaçu;RJ;JET;9.55;6
0012406174902;Nova Iguaçu;RJ;BPS;34.34;9
0012406497155;Serra;ES;JET;11.15;7
0012406497155;Serra;ES;BPS;23.25;9
0012406433338;Rio de Janeiro;RJ;JET;13.93;5
0012406433338;Rio de Janeiro;RJ;BPS;39.55;9
0012406013801;Recife;PE;JET;17.84;8
0012406013801;Recife;PE;BPS;30.79;12
0012406433952;Santa Luzia do Itanhy;SE;JET;18.1;22
0012406433952;Santa Luzia do Itanhy;SE;BPS;92.59;14
0012406845917;Belo Horizonte;MG;JET;12.43;5
0012406845917;Belo Horizonte;MG;BPS;29.02;9
0012406900234;Feira de Santana;BA;JET;16.28;7
0012406900234;Feira de Santana;BA;BPS;30.83;11
0012406636592;Belém;PA;JET;19.37;13
0012406636592;Belém;PA;BPS;35.3;13
0012406428192;Brasília;DF;JET;13.33;5
0012406428192;Brasília;DF;BPS;22.87;9
0012406758484;Queimados;RJ;JET;11.54;6
0012406758484;Queimados;RJ;BPS;34.86;9
0012406402133;Goiânia;GO;JET;13.09;6
0012406402133;Goiânia;GO;BPS;28.65;10
0012406680389;Macapá;AP;JET;25.47;14
0012406680389;Macapá;AP;BPS;106.91;20
0012406742377;Fortaleza;CE;JET;17.67;9
0012406742377;Fortaleza;CE;BPS;31.68;12
0012406830271;Feira de Santana;BA;JET;16.01;7
0012406830271;Feira de Santana;BA;BPS;30.73;11
0012406326743;Aracaju;SE;JET;17.12;8
0012406326743;Aracaju;SE;BPS;30.72;12
0012406516633;Anápolis;GO;JET;14.83;9
0012406516633;Anápolis;GO;BPS;98.18;10
0012406173613;São João Del Rei;MG;JET;12.94;7
0012406173613;São João Del Rei;MG;BPS;29.99;12
0012406746081;São Paulo;SP;JET;12.05;4
0012406746081;São Paulo;SP;BPS;22.48;11
0012406287633;Maricá;RJ;JET;12.24;7
0012406287633;Maricá;RJ;BPS;41.57;9
0012406067981;Tatuí;SP;JET;12.18;5
0012406067981;Tatuí;SP;BPS;24.4;9
0012406803674;Paraty;RJ;JET;11.99;7
0012406803674;Paraty;RJ;BPS;23.81;11
0012406422640;Cruzeiro;SP;JET;11.97;5
0012406422640;Cruzeiro;SP;BPS;26.61;9
0012406541460;Iguaí;BA;JET;16.6;10
0012406541460;Iguaí;BA;BPS;79.27;13
0012406291241;Belo Horizonte;MG;JET;11.51;5
0012406291241;Belo Horizonte;MG;BPS;28.76;9
0012406869189;Cabo de Santo Agostinho;PE;JET;27.08;10
0012406869189;Cabo de Santo Agostinho;PE;BPS;35.35;12
0012406435241;Belo Horizonte;MG;JET;11.55;4
0012406435241;Belo Horizonte;MG;BPS;28.77;9
0012406050319;Alfredo Chaves;ES;JET;13.85;9
0012406050319;Alfredo Chaves;ES;BPS;25.17;12
0012406495641;Hortolândia;SP;JET;11.66;5
0012406495641;Hortolândia;SP;BPS;24.96;9
0012406090038;Miguel Pereira;RJ;JET;12.69;8
0012406090038;Miguel Pereira;RJ;BPS;23.81;12
0012406219545;Feira de Santana;BA;JET;15.97;7
0012406219545;Feira de Santana;BA;BPS;30.72;11
0012406232838;Belo Horizonte;MG;JET;11.51;4
0012406232838;Belo Horizonte;MG;BPS;26.05;9
0012406649751;Santo Estêvão;BA;JET;16.62;10
0012406649751;Santo Estêvão;BA;BPS;52.35;15
0012406223216;São Paulo;SP;JET;11.42;4
0012406223216;São Paulo;SP;BPS;22.31;11
0012406004493;Salvador;BA;JET;13.49;7
0012406004493;Salvador;BA;BPS;27.52;11
0012406259571;Maceió;AL;JET;17.56;9
0012406259571;Maceió;AL;BPS;30.73;12
0012406814616;Taboão da Serra;SP;JET;11.94;4
0012406814616;Taboão da Serra;SP;BPS;22.58;11
0012406933377;Praia Grande;SP;JET;11.66;5
0012406933377;Praia Grande;SP;BPS;26.41;9
0012406339621;Nova Venécia;ES;JET;14.44;8
0012406339621;Nova Venécia;ES;BPS;27.32;12
0012406555749;Presidente Prudente;SP;JET;11.94;5
0012406555749;Presidente Prudente;SP;BPS;28.52;9
0012406614774;Porto Alegre;RS;JET;11.49;3
0012406614774;Porto Alegre;RS;BPS;23.13;9
0012406732786;Belo Horizonte;MG;JET;11.55;5
0012406732786;Belo Horizonte;MG;BPS;28.77;9
0012406953248;Florianópolis;SC;JET;12.11;2
0012406953248;Florianópolis;SC;BPS;23.84;7
0012406621087;Ribeirão Pires;SP;JET;12.18;5
0012406621087;Ribeirão Pires;SP;BPS;22.5;11
0012406904905;Presidente Bernardes;MG;JET;12.76;8
0012406904905;Presidente Bernardes;MG;BPS;29.98;14
0012406101206;Nilópolis;RJ;JET;12.28;6
0012406101206;Nilópolis;RJ;BPS;41.58;9
0012406644230;Barra Mansa;RJ;JET;12.8;6
0012406644230;Barra Mansa;RJ;BPS;23.96;9
0012406678767;São Domingos do Norte;ES;JET;13.31;9
0012406678767;São Domingos do Norte;ES;BPS;26.73;12
0012406024862;Angra dos Reis;RJ;JET;11.73;6
0012406024862;Angra dos Reis;RJ;BPS;23.79;10
0012406255398;Brasília;DF;JET;14.2;5
0012406255398;Brasília;DF;BPS;29.34;9
0012406999147;Embu das Artes;SP;JET;11.7;3
0012406999147;Embu das Artes;SP;BPS;22.51;11
0012406900049;São Paulo;SP;JET;11.42;3
0012406900049;São Paulo;SP;BPS;22.31;11
0012406275640;Inhumas;GO;JET;14.02;9
0012406275640;Inhumas;GO;BPS;26.3;11
0012406930045;Fortaleza;CE;JET;20.56;9
0012406930045;Fortaleza;CE;BPS;32.23;12
0012406613245;Marabá;PA;JET;21.17;16
0012406613245;Marabá;PA;BPS;18.81;13
0012406829985;São Paulo;SP;JET;11.42;3
0012406829985;São Paulo;SP;BPS;22.31;11
0012406980704;Belo Horizonte;MG;JET;11.51;4
0012406980704;Belo Horizonte;MG;BPS;26.05;9
0012406064678;Santarém;PA;JET;32.93;18
0012406064678;Santarém;PA;BPS;205.41;21
0012406118288;São Paulo;SP;JET;11.42;3
0012406118288;São Paulo;SP;BPS;21.58;11
0012406679591;Cascavel;PR;JET;11.03;5
0012406679591;Cascavel;PR;BPS;29.16;9
0012406274803;São Paulo;SP;JET;11.42;3
0012406274803;São Paulo;SP;BPS;22.31;11
0012406356210;Concórdia;SC;JET;13.33;5
0012406356210;Concórdia;SC;BPS;31.07;8
0012406356210;Concórdia;SC;NEX;16.82;4
0012406156245;Poço Fundo;MG;JET;13.05;8
0012406156245;Poço Fundo;MG;BPS;27.83;13
0012406113433;Teresópolis;RJ;JET;12.24;7
0012406113433;Teresópolis;RJ;BPS;29.16;11
0012406484105;Granito;PE;JET;18.9;22
0012406484105;Granito;PE;BPS;85;18
0012406782075;Palmas;TO;JET;21.01;9
0012406782075;Palmas;TO;BPS;32.77;11
0012406989211;São João de Meriti;RJ;JET;11.73;7
0012406989211;São João de Meriti;RJ;BPS;38.92;9
0012406704036;Cabo Frio;RJ;JET;11.73;6
0012406704036;Cabo Frio;RJ;BPS;29.7;11
0012406926660;Araruama;RJ;JET;14.53;7
0012406926660;Araruama;RJ;BPS;30.34;9
0012406445713;Rio de Janeiro;RJ;JET;11.63;5
0012406445713;Rio de Janeiro;RJ;BPS;38.92;9
0012406666382;Itanhaém;SP;JET;12.13;6
0012406666382;Itanhaém;SP;BPS;26.5;10
0012406948098;São Paulo;SP;JET;11.76;4
0012406948098;São Paulo;SP;BPS;22.4;11
0012406805190;Campinas;SP;JET;11.8;4
0012406805190;Campinas;SP;BPS;22.69;9
0012406312061;Rio de Janeiro;RJ;JET;11.68;4
0012406312061;Rio de Janeiro;RJ;BPS;38.93;9
0012406226474;Viana;ES;JET;12.63;7
0012406226474;Viana;ES;BPS;25.66;10
0012406575328;Barreiros;PE;JET;18.92;10
0012406575328;Barreiros;PE;BPS;85.02;14
0012406218515;Duque de Caxias;RJ;JET;11.63;5
0012406218515;Duque de Caxias;RJ;BPS;41.58;9
0012406321625;Mantena;MG;JET;12.76;8
0012406321625;Mantena;MG;BPS;31.64;13
0012406584803;Buritis;RO;JET;27.86;17
0012406584803;Buritis;RO;BPS;109.8;18
0012406835515;Camaçari;BA;JET;16.01;8
0012406835515;Camaçari;BA;BPS;79.29;11
0012406848110;Araçariguama;SP;JET;12.62;5
0012406848110;Araçariguama;SP;BPS;24.41;11
0012406852914;Praia Grande;SP;JET;10.94;5
0012406852914;Praia Grande;SP;BPS;21.63;9
0012406821735;Suzano;SP;JET;13.89;5
0012406821735;Suzano;SP;BPS;23.08;11
0012406582069;Colatina;ES;JET;11.07;8
0012406582069;Colatina;ES;BPS;19.71;9
0012406818496;Salvador;BA;JET;13.53;8
0012406818496;Salvador;BA;BPS;30.73;11
0012406922728;Rio de Janeiro;RJ;JET;10.87;4
0012406922728;Rio de Janeiro;RJ;BPS;34.03;9
0012406598523;Nova Iguaçu;RJ;JET;11.93;7
0012406598523;Nova Iguaçu;RJ;BPS;41.67;9
0012406515690;São Paulo;SP;JET;11.42;3
0012406515690;São Paulo;SP;BPS;22.31;11
0012406251575;Brasília;DF;JET;13.6;5
0012406251575;Brasília;DF;BPS;22.95;9
0012406932146;Recife;PE;JET;18.6;7
0012406932146;Recife;PE;BPS;31.06;12
0012406505104;Petrópolis;RJ;JET;11.73;6
0012406505104;Petrópolis;RJ;BPS;41.57;9
0012406737501;Joinville;SC;JET;10.72;2
0012406737501;Joinville;SC;BPS;25.08;7
0012406916496;Espírito Santo do Dourado;MG;JET;12.78;8
0012406916496;Espírito Santo do Dourado;MG;BPS;26.05;14
0012406807726;Jacareí;SP;JET;11.66;5
0012406807726;Jacareí;SP;BPS;26.61;9
0012406934930;São Paulo;SP;JET;13.7;3
0012406934930;São Paulo;SP;BPS;22.9;11
0012406987858;Nova Serrana;MG;JET;12.34;7
0012406987858;Nova Serrana;MG;BPS;23.42;9
0012406501908;Recife;PE;JET;14.99;7
0012406501908;Recife;PE;BPS;19.8;12
0012406171038;Guará;SP;JET;11.83;7
0012406171038;Guará;SP;BPS;21.64;11
0012406928534;Maniçoba;BA;BPS;66.58;18
0012406094042;Taubaté;SP;JET;13.15;5
0012406094042;Taubaté;SP;BPS;27.04;9
0012406989210;Feira de Santana;BA;JET;15.97;7
0012406989210;Feira de Santana;BA;BPS;30.72;11
0012406159357;Guarulhos;SP;JET;13.74;4
0012406159357;Guarulhos;SP;BPS;22.93;11
0012406038948;Brasília;DF;JET;13.87;5
0012406038948;Brasília;DF;BPS;23.02;9
0012406163880;Belo Horizonte;MG;JET;13.2;4
0012406163880;Belo Horizonte;MG;BPS;29.23;9
0012406204824;Cotia;SP;JET;11.66;4
0012406204824;Cotia;SP;BPS;22.5;11
0012406232434;Bauru;SP;JET;11.66;5
0012406232434;Bauru;SP;BPS;26.7;9
0012406487435;São Paulo;SP;JET;11.42;4
0012406487435;São Paulo;SP;BPS;22.31;11
0012406714858;Santo André;SP;JET;11.46;3
0012406714858;Santo André;SP;BPS;22.5;11
0012406688359;Santa Maria;RS;JET;12.61;4
0012406688359;Santa Maria;RS;BPS;21.83;9
0012406276393;João Pessoa;PB;JET;17.93;9
0012406276393;João Pessoa;PB;BPS;31.29;12
0012406938011;Brasília;DF;JET;13.33;5
0012406938011;Brasília;DF;BPS;22.87;9
0012406183158;Almenara;MG;JET;12.78;9
0012406183158;Almenara;MG;BPS;31.65;16
0012406004645;Curitiba;PR;JET;10.4;3
0012406004645;Curitiba;PR;BPS;23.3;7
0012406004645;Curitiba;PR;NEX;8.53;2
0012406735471;São Vicente Ferrer;MA;JET;19.64;22
0012406735471;São Vicente Ferrer;MA;BPS;93.68;31
0012406258688;Brasília;DF;JET;17.92;5
0012406258688;Brasília;DF;BPS;23.65;9
0012406708800;São Luís;MA;JET;22.92;11
0012406708800;São Luís;MA;BPS;32.92;20
0012406908691;Itajubá;MG;JET;14.6;8
0012406908691;Itajubá;MG;BPS;26.67;9
0012406573509;Macaé;RJ;JET;11.77;6
0012406573509;Macaé;RJ;BPS;26.92;9
0012406428368;São Paulo;SP;JET;11.42;4
0012406428368;São Paulo;SP;BPS;22.31;11
0012406023975;Governador Valadares;MG;JET;11.7;6
0012406023975;Governador Valadares;MG;BPS;28.61;9
0012406219612;Ubá;MG;JET;12.34;7
0012406219612;Ubá;MG;BPS;29.98;12
0012406413224;Oliveira;MG;JET;12.78;7
0012406413224;Oliveira;MG;BPS;23.43;13
0012406586246;Vitória de Santo Antão;PE;JET;19.54;11
0012406586246;Vitória de Santo Antão;PE;BPS;85;14
0012406588213;Brasília;DF;JET;18.02;5
0012406588213;Brasília;DF;BPS;23.67;9
0012406126603;Campo Grande;MS;JET;13.31;10
0012406126603;Campo Grande;MS;BPS;26.91;10
0012406166785;Belo Horizonte;MG;JET;13.79;5
0012406166785;Belo Horizonte;MG;BPS;29.4;9
0012406511871;Alfredo Chaves;ES;JET;13.21;9
0012406511871;Alfredo Chaves;ES;BPS;24.77;12
0012406343488;Apucarana;PR;JET;13.23;5
0012406343488;Apucarana;PR;BPS;28.28;11
0012406751985;Garanhuns;PE;JET;19.5;11
0012406751985;Garanhuns;PE;BPS;85.02;14
0012406788718;São Paulo;SP;JET;11.46;3
0012406788718;São Paulo;SP;BPS;22.32;11
0012406871163;Juiz de Fora;MG;JET;11.56;6
0012406871163;Juiz de Fora;MG;BPS;27.16;9
0012406938556;Mauá;SP;JET;11.51;3
0012406938556;Mauá;SP;BPS;22.51;11
0012406639296;Cotia;SP;JET;11.66;4
0012406639296;Cotia;SP;BPS;22.5;11
0012406649577;Sumaré;SP;JET;11.66;5
0012406649577;Sumaré;SP;BPS;24.96;9
0012406791852;Macaé;RJ;JET;11.73;6
0012406791852;Macaé;RJ;BPS;26.91;9
0012406807047;Montenegro;RS;JET;13.92;4
0012406807047;Montenegro;RS;BPS;23.79;9
0012406692697;Paulista;PE;JET;18.47;10
0012406692697;Paulista;PE;BPS;34.02;12
0012406523307;Brasília;DF;JET;13.37;5
0012406523307;Brasília;DF;BPS;22.88;9
0012406826724;Poá;SP;JET;12.18;5
0012406826724;Poá;SP;BPS;22.5;11
0012406829951;Rio do Sul;SC;JET;13.01;3
0012406829951;Rio do Sul;SC;BPS;26.47;8
0012406829951;Rio do Sul;SC;NEX;10.78;3
0012406005022;Recife;PE;JET;17.84;7
0012406005022;Recife;PE;BPS;30.79;12
0012406647187;Apucarana;PR;JET;11.91;5
0012406647187;Apucarana;PR;BPS;27.79;11
0012406222518;São Paulo;SP;JET;15.35;3
0012406222518;São Paulo;SP;BPS;23.2;11
0012406207666;Cachoeira do Sul;RS;JET;13.92;6
0012406207666;Cachoeira do Sul;RS;BPS;25.98;11
0012406922242;Ubatuba;SP;JET;11.97;6
0012406922242;Ubatuba;SP;BPS;26.61;9
0012406365280;São José;SC;JET;10.96;2
0012406365280;São José;SC;BPS;24.29;7
0012406401924;Guarulhos;SP;JET;11.46;4
0012406401924;Guarulhos;SP;BPS;22.32;11
0012406490366;Araxá;MG;JET;12.68;8
0012406490366;Araxá;MG;BPS;22.82;9
0012406537357;Piraju;SP;JET;12.75;6
0012406537357;Piraju;SP;BPS;27.09;11
0012406353544;Duque de Caxias;RJ;JET;11.59;6
0012406353544;Duque de Caxias;RJ;BPS;41.57;9
0012406519582;Santa Maria;RS;JET;12.61;4
0012406519582;Santa Maria;RS;BPS;23.06;9
0012406751691;Lagoa da Prata;MG;JET;17.42;7
0012406751691;Lagoa da Prata;MG;BPS;24.53;11
0012406296497;Brasília;DF;JET;13.33;5
0012406296497;Brasília;DF;BPS;22.87;9
0012406138091;Contagem;MG;JET;11.6;5
0012406138091;Contagem;MG;BPS;23.38;9
0012406139015;Saquarema;RJ;JET;11.97;6
0012406139015;Saquarema;RJ;BPS;29.7;10
0012406741898;Escada;PE;JET;18.9;11
0012406741898;Escada;PE;BPS;85;14
0012406625138;Ribeirão das Neves;MG;JET;11.7;6
0012406625138;Ribeirão das Neves;MG;BPS;26.24;11
0012406607399;Corumbá;MS;JET;17.08;11
0012406607399;Corumbá;MS;BPS;78.8;12
0012406605903;Campina Grande;PB;JET;18.44;10
0012406605903;Campina Grande;PB;BPS;31.38;12
0012406305947;Taquarivaí;SP;JET;12.6;6
0012406305947;Taquarivaí;SP;BPS;24.4;13
0012406432463;Colatina;ES;JET;12.21;8
0012406432463;Colatina;ES;BPS;24.23;9
0012406967458;Ubá;MG;JET;12.68;7
0012406967458;Ubá;MG;BPS;30.07;12
0012406099499;Salvador;BA;JET;13.53;7
0012406099499;Salvador;BA;BPS;30.73;11
0012406876956;Curitiba;PR;JET;10.54;3
0012406876956;Curitiba;PR;BPS;23.38;7
0012406876956;Curitiba;PR;NEX;8.61;2
0012406919120;Aracati;CE;JET;24.32;16
0012406919120;Aracati;CE;BPS;94.71;16
0012406089593;Carapicuíba;SP;JET;11.7;4
0012406089593;Carapicuíba;SP;BPS;22.51;11
0022406818916;Bom Jesus;PI;JET;98.63;16
0022406818916;Bom Jesus;PI;BPS;156.05;19
0012406312539;Rio Grande;RS;JET;12.66;5
0012406312539;Rio Grande;RS;BPS;26.8;9
0012406426447;Bezerros;PE;JET;19.2;12
0012406426447;Bezerros;PE;BPS;52.66;14
0012406629028;São Paulo;SP;JET;11.76;3
0012406629028;São Paulo;SP;BPS;22.4;11
0012406428638;Rio das Ostras;RJ;JET;15.43;7
0012406428638;Rio das Ostras;RJ;BPS;30.46;9
0012406832096;Mendes;RJ;JET;12.69;7
0012406832096;Mendes;RJ;BPS;23.81;11
0012406980542;Lauro de Freitas;BA;JET;14.32;9
0012406980542;Lauro de Freitas;BA;BPS;20.56;11
0012406654877;Paulista;PE;JET;16.17;9
0012406654877;Paulista;PE;BPS;20.57;12
0012406116898;Paracambi;RJ;JET;11.97;7
0012406116898;Paracambi;RJ;BPS;23.79;11
0012406680669;Goiânia;GO;JET;12.83;6
0012406680669;Goiânia;GO;BPS;23.7;10
0012406158506;Artur Nogueira;SP;JET;12.1;5
0012406158506;Artur Nogueira;SP;BPS;25.04;9
0012406452406;São Paulo;SP;JET;11.42;3
0012406452406;São Paulo;SP;BPS;22.31;11
0012406284477;Igarassu;PE;JET;23.31;10
0012406284477;Igarassu;PE;BPS;34.75;14
0012406286838;Rio de Janeiro;RJ;JET;11.92;5
0012406286838;Rio de Janeiro;RJ;BPS;39;9
0012406577536;Caratinga;MG;JET;12.94;7
0012406577536;Caratinga;MG;BPS;25.87;10
0012406456517;São Luís;MA;JET;15.72;12
0012406456517;São Luís;MA;BPS;19.87;20
0012406337862;Sete Lagoas;MG;JET;11.7;6
0012406337862;Sete Lagoas;MG;BPS;26.24;10
0012406340004;Itamaraju;BA;JET;16.54;10
0012406340004;Itamaraju;BA;BPS;79.29;18
0012406740993;Manhuaçu;MG;JET;10.9;7
0012406740993;Manhuaçu;MG;BPS;21.06;10
0012406798163;Niterói;RJ;JET;11.63;5
0012406798163;Niterói;RJ;BPS;41.58;9
0012406518141;São Paulo;SP;JET;11.42;3
0012406518141;São Paulo;SP;BPS;22.31;11
0012406168978;Mauá;SP;JET;11.46;3
0012406168978;Mauá;SP;BPS;22.5;11
0012406974278;São Paulo;SP;JET;11.46;3
0012406974278;São Paulo;SP;BPS;22.32;11
0012406561049;Patrocínio;MG;JET;12.94;8
0012406561049;Patrocínio;MG;BPS;24.37;10
0012406367123;Rio de Janeiro;RJ;JET;10.87;5
0012406367123;Rio de Janeiro;RJ;BPS;34.03;9
0012406161164;Sorriso;MT;JET;14.26;12
0012406161164;Sorriso;MT;BPS;111.84;17
0012406849652;São João do Cariri;PB;JET;26.18;14
0012406849652;São João do Cariri;PB;BPS;95.48;18
0012406913058;Junqueiro;AL;JET;15.84;12
0012406913058;Junqueiro;AL;BPS;42.66;15
0012406061629;Belo Horizonte;MG;JET;11.55;5
0012406061629;Belo Horizonte;MG;BPS;26.07;9
0012406110614;União dos Palmares;AL;JET;18.1;9
0012406110614;União dos Palmares;AL;BPS;92.59;15
0012406327298;Duque de Caxias;RJ;JET;11.59;5
0012406327298;Duque de Caxias;RJ;BPS;41.57;9
0012406980234;Guarulhos;SP;JET;11.46;3
0012406980234;Guarulhos;SP;BPS;22.32;11
0012406264658;Rio de Janeiro;RJ;JET;10.87;4
0012406264658;Rio de Janeiro;RJ;BPS;34.03;9
0012406117359;Contagem;MG;JET;15.96;5
0012406117359;Contagem;MG;BPS;25.91;9
0012406647424;Osasco;SP;JET;11.46;3
0012406647424;Osasco;SP;BPS;22.5;11
0012406864922;Petrolina;PE;JET;16.13;11
0012406864922;Petrolina;PE;BPS;19.79;12
0012406509333;Serra Azul;SP;JET;12.62;5
0012406509333;Serra Azul;SP;BPS;27.53;10
0012406215693;Alagoinhas;BA;JET;18.55;9
0012406215693;Alagoinhas;BA;BPS;84.7;15
0012406261218;São José do Rio Preto;SP;JET;11.46;5
0012406261218;São José do Rio Preto;SP;BPS;26.62;8
0012406353889;Nova Iguaçu;RJ;JET;11.63;7
0012406353889;Nova Iguaçu;RJ;BPS;41.58;9
0012406501395;João Monlevade;MG;JET;12.94;7
0012406501395;João Monlevade;MG;BPS;23.43;12
0012406026966;Urucuia;MG;JET;12.76;9
0012406026966;Urucuia;MG;BPS;25.29;15
0012406025982;Mariana;MG;JET;13.23;8
0012406025982;Mariana;MG;BPS;26.34;12
0012406839318;São Paulo;SP;JET;13.7;3
0012406839318;São Paulo;SP;BPS;22.9;11
0012406672370;Olinda;PE;JET;19.9;8
0012406672370;Olinda;PE;BPS;34.53;12
0012406455803;Teófilo Otoni;MG;JET;12.38;7
0012406455803;Teófilo Otoni;MG;BPS;31.65;11
0012406115922;Rio Branco;AC;JET;33.49;13
0012406115922;Rio Branco;AC;BPS;62.88;20
0012406209248;Angra dos Reis;RJ;JET;14.01;6
0012406209248;Angra dos Reis;RJ;BPS;24.42;10
0012406839223;Mariana;MG;JET;16.05;8
0012406839223;Mariana;MG;BPS;27.1;12
0012406669761;São Joaquim de Bicas;MG;JET;12.89;7
0012406669761;São Joaquim de Bicas;MG;BPS;26.32;10
0012406369896;Recife;PE;JET;17.79;7
0012406369896;Recife;PE;BPS;30.77;12
0012406495450;João Neiva;ES;JET;13.21;9
0012406495450;João Neiva;ES;BPS;25.66;12
0012406769632;Fortaleza;CE;JET;17.67;9
0012406769632;Fortaleza;CE;BPS;31.68;12
0012406173190;Teófilo Otoni;MG;JET;12.34;7
0012406173190;Teófilo Otoni;MG;BPS;31.64;11
0012406259768;Cariacica;ES;JET;11.4;6
0012406259768;Cariacica;ES;BPS;25.66;9
0012406542227;São Paulo;SP;JET;11.46;3
0012406542227;São Paulo;SP;BPS;21.59;11
0012406653273;Porto Alegre;RS;JET;11.2;4
0012406653273;Porto Alegre;RS;BPS;23.05;9
0012406022169;Quebrangulo;AL;JET;15.84;22
0012406022169;Quebrangulo;AL;BPS;75.8;13
0012406684332;São José dos Campos;SP;JET;11.8;4
0012406684332;São José dos Campos;SP;BPS;24.19;9
0012406545638;Fortaleza;CE;JET;17.78;9
0012406545638;Fortaleza;CE;BPS;31.77;12
0012406307854;São Paulo;SP;JET;11.42;3
0012406307854;São Paulo;SP;BPS;22.31;11
0012406693698;Curitiba;PR;JET;8.65;3
0012406693698;Curitiba;PR;BPS;19.63;7
0012406693698;Curitiba;PR;NEX;8.06;2
0012406603603;Sapucaia do Sul;RS;JET;14.76;5
0012406603603;Sapucaia do Sul;RS;BPS;26.39;9
0012406510603;Aguaí;SP;JET;12.62;7
0012406510603;Aguaí;SP;BPS;24.97;10
0012406541222;Doverlândia;GO;JET;16.17;18
0012406541222;Doverlândia;GO;BPS;97.86;24
0012406176303;Serra;ES;JET;11.55;7
0012406176303;Serra;ES;BPS;23.5;9
0012406804295;Barra Mansa;RJ;JET;13.16;6
0012406804295;Barra Mansa;RJ;BPS;23.98;9
0012406415746;Campinas;SP;JET;12.06;4
0012406415746;Campinas;SP;BPS;22.77;9
0012406047708;Mamanguape;PB;JET;19.18;14
0012406047708;Mamanguape;PB;BPS;92.14;13
0012406794366;Belo Horizonte;MG;JET;13.69;5
0012406794366;Belo Horizonte;MG;BPS;29.37;9
0012406806581;Caucaia;CE;JET;19.17;12
0012406806581;Caucaia;CE;BPS;35;13
0012406536866;Floresta;PE;JET;18.9;22
0012406536866;Floresta;PE;BPS;52.43;18
0012406216492;Xambioá;TO;JET;28.04;22
0012406216492;Xambioá;TO;BPS;124.22;18
0012406944159;São Paulo;SP;JET;12.42;3
0012406944159;São Paulo;SP;BPS;22.59;11
0012406889030;Salvador;BA;JET;13.76;7
0012406889030;Salvador;BA;BPS;30.81;11
0012406360920;Valparaíso de Goiás;GO;JET;14.92;8
0012406360920;Valparaíso de Goiás;GO;BPS;97.48;10
0012406754339;Campinas;SP;JET;11.46;4
0012406754339;Campinas;SP;BPS;22.6;9
0012406268667;Itueta;MG;JET;13.59;9
0012406268667;Itueta;MG;BPS;32.15;14
0012406905575;Belo Horizonte;MG;JET;11.85;4
0012406905575;Belo Horizonte;MG;BPS;26.15;9
0012406542249;Duque de Caxias;RJ;JET;14.34;5
0012406542249;Duque de Caxias;RJ;BPS;42.38;9
0012406960784;João Pessoa;PB;JET;18.81;10
0012406960784;João Pessoa;PB;BPS;31.64;12
0012406754435;São Bernardo do Campo;SP;JET;11.46;3
0012406754435;São Bernardo do Campo;SP;BPS;22.5;11
0012406527152;Iguape;SP;JET;12.62;8
0012406527152;Iguape;SP;BPS;26.42;13
0012406328892;Salvador;BA;JET;13.53;8
0012406328892;Salvador;BA;BPS;30.73;11
0012406986652;São Paulo;SP;JET;11.46;4
0012406986652;São Paulo;SP;BPS;22.32;11
0012406280484;Arcoverde;PE;JET;23.11;11
0012406280484;Arcoverde;PE;BPS;93.48;15
0012406878770;Joinville;SC;JET;11.25;2
0012406878770;Joinville;SC;BPS;25.41;7
0012406188548;Guapimirim;RJ;JET;12.13;7
0012406188548;Guapimirim;RJ;BPS;41.67;9
0012406286799;Várzea Paulista;SP;JET;15.09;6
0012406286799;Várzea Paulista;SP;BPS;25.61;10
0012406266646;Fortaleza;CE;JET;17.65;9
0012406266646;Fortaleza;CE;BPS;31.66;12
0012406473431;Belo Horizonte;MG;JET;13.36;5
0012406473431;Belo Horizonte;MG;BPS;29.28;9
0012406048131;Valinhos;SP;JET;12.18;5
0012406048131;Valinhos;SP;BPS;24.96;9
